"";"education";"ocupation";"area";"age group";"recomendation";"firma";"score";"detractor";"neutral";"promoter";"total"
"1478";"Wy¿sze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"51 - 60";4;"£ubin";"Detractor";1;0;0;1
"1479";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";7;"£ubin";"Neutral";0;1;0;1
"1480";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";9;"£ubin";"Promoter";0;0;1;1
"1481";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";0;"£ubin";"Detractor";1;0;0;1
"1482";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";5;"£ubin";"Detractor";1;0;0;1
"1483";"Œrednie techniczne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";8;"£ubin";"Neutral";0;1;0;1
"1484";"Wy¿sze rolnicze";"Agronom ekspert";"25.01 - 50 ha";"powy¿ej 60";8;"£ubin";"Neutral";0;1;0;1
"1485";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";4;"£ubin";"Detractor";1;0;0;1
"1486";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"41 - 50";7;"£ubin";"Neutral";0;1;0;1
"1487";"Inne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";10;"£ubin";"Promoter";0;0;1;1
"1488";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";10;"£ubin";"Promoter";0;0;1;1
"1489";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"powy¿ej 60";0;"£ubin";"Detractor";1;0;0;1
"1490";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";9;"£ubin";"Promoter";0;0;1;1
"1491";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";10;"£ubin";"Promoter";0;0;1;1
"1492";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";7;"£ubin";"Neutral";0;1;0;1
"1493";"Œrednie techniczne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";1;"£ubin";"Detractor";1;0;0;1
"1494";"Wy¿sze";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";0;"£ubin";"Detractor";1;0;0;1
"1495";"Wy¿sze";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";5;"£ubin";"Detractor";1;0;0;1
"1496";"Wy¿sze";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";8;"£ubin";"Neutral";0;1;0;1
"1497";"Wy¿sze rolnicze";"Pracownik techniczny";"mniej ni¿ 25 ha";"mniej ni¿ 30";4;"£ubin";"Detractor";1;0;0;1
"1498";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"powy¿ej 60";8;"£ubin";"Neutral";0;1;0;1
"1499";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"51 - 60";7;"£ubin";"Neutral";0;1;0;1
"1500";"Œrednie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";8;"£ubin";"Neutral";0;1;0;1
"1501";"Wy¿sze rolnicze";"G³ówny agronom";"50.01 - 100 ha";"powy¿ej 60";5;"£ubin";"Detractor";1;0;0;1
"1502";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";1;"£ubin";"Detractor";1;0;0;1
"1503";"Œrednie techniczne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"31 - 40";1;"£ubin";"Detractor";1;0;0;1
"1504";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"powy¿ej 60";5;"£ubin";"Detractor";1;0;0;1
"1505";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";6;"£ubin";"Detractor";1;0;0;1
"1506";"Wy¿sze rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";10;"£ubin";"Promoter";0;0;1;1
"1507";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";5;"£ubin";"Detractor";1;0;0;1
"1508";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";2;"£ubin";"Detractor";1;0;0;1
"1509";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";2;"£ubin";"Detractor";1;0;0;1
"1510";"Wy¿sze rolnicze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";7;"£ubin";"Neutral";0;1;0;1
"1511";"Wy¿sze rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";5;"£ubin";"Detractor";1;0;0;1
"1512";"Wy¿sze";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";5;"£ubin";"Detractor";1;0;0;1
"1513";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";2;"£ubin";"Detractor";1;0;0;1
"1514";"Wy¿sze rolnicze";"G³ówny agronom";"100.01 - 250 ha";"41 - 50";6;"£ubin";"Detractor";1;0;0;1
"1515";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";2;"£ubin";"Detractor";1;0;0;1
"1516";"Œrednie techniczne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";10;"£ubin";"Promoter";0;0;1;1
"1517";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"31 - 40";8;"£ubin";"Neutral";0;1;0;1
"1518";"Wy¿sze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";7;"£ubin";"Neutral";0;1;0;1
"1519";"Wy¿sze rolnicze";"Inna";"wiêcej ni¿ 250 ha";"51 - 60";5;"£ubin";"Detractor";1;0;0;1
"1520";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"51 - 60";1;"£ubin";"Detractor";1;0;0;1
"1521";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";10;"£ubin";"Promoter";0;0;1;1
"1522";"Wy¿sze rolnicze";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";10;"£ubin";"Promoter";0;0;1;1
"1523";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";9;"£ubin";"Promoter";0;0;1;1
"1524";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"31 - 40";8;"£ubin";"Neutral";0;1;0;1
"1525";"Œrednie techniczne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";6;"£ubin";"Detractor";1;0;0;1
"1526";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";3;"£ubin";"Detractor";1;0;0;1
"1527";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";9;"£ubin";"Promoter";0;0;1;1
"1528";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";8;"£ubin";"Neutral";0;1;0;1
"1529";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";2;"£ubin";"Detractor";1;0;0;1
"1530";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"41 - 50";6;"£ubin";"Detractor";1;0;0;1
"1531";"Œrednie techniczne";"W³aœciciel";"25.01 - 50 ha";"41 - 50";0;"£ubin";"Detractor";1;0;0;1
"1532";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"powy¿ej 60";1;"£ubin";"Detractor";1;0;0;1
"1533";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powy¿ej 60";4;"£ubin";"Detractor";1;0;0;1
"1534";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"51 - 60";8;"£ubin";"Neutral";0;1;0;1
"1535";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";2;"£ubin";"Detractor";1;0;0;1
"1536";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"powy¿ej 60";0;"£ubin";"Detractor";1;0;0;1
"1537";"Wy¿sze rolnicze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";5;"£ubin";"Detractor";1;0;0;1
"1538";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";3;"£ubin";"Detractor";1;0;0;1
"1539";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";7;"£ubin";"Neutral";0;1;0;1
"1540";"Wy¿sze";"Agronom ekspert";"mniej ni¿ 25 ha";"41 - 50";5;"£ubin";"Detractor";1;0;0;1
"1541";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";10;"£ubin";"Promoter";0;0;1;1
"1542";"Wy¿sze";"Agronom ekspert";"50.01 - 100 ha";"powy¿ej 60";5;"£ubin";"Detractor";1;0;0;1
"1543";"Œrednie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";4;"£ubin";"Detractor";1;0;0;1
"1544";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"mniej ni¿ 30";10;"£ubin";"Promoter";0;0;1;1
"1545";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"51 - 60";4;"£ubin";"Detractor";1;0;0;1
"1546";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";1;"£ubin";"Detractor";1;0;0;1
"1547";"Wy¿sze rolnicze";"W³aœciciel";"25.01 - 50 ha";"powy¿ej 60";7;"£ubin";"Neutral";0;1;0;1
"1548";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";6;"£ubin";"Detractor";1;0;0;1
"1549";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";0;"£ubin";"Detractor";1;0;0;1
"1550";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";4;"£ubin";"Detractor";1;0;0;1
"1551";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";9;"£ubin";"Promoter";0;0;1;1
"1552";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"powy¿ej 60";8;"£ubin";"Neutral";0;1;0;1
"1553";"Œrednie techniczne";"Agronom ekspert";"mniej ni¿ 25 ha";"powy¿ej 60";9;"£ubin";"Promoter";0;0;1;1
"1554";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"51 - 60";7;"£ubin";"Neutral";0;1;0;1
"1555";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"51 - 60";1;"£ubin";"Detractor";1;0;0;1
"1556";"Wy¿sze rolnicze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";6;"£ubin";"Detractor";1;0;0;1
"1557";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"31 - 40";10;"£ubin";"Promoter";0;0;1;1
"1558";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";0;"£ubin";"Detractor";1;0;0;1
"1559";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"powy¿ej 60";7;"£ubin";"Neutral";0;1;0;1
"1560";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";4;"£ubin";"Detractor";1;0;0;1
"1561";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";6;"£ubin";"Detractor";1;0;0;1
"1562";"Œrednie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";4;"£ubin";"Detractor";1;0;0;1
"1563";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"31 - 40";3;"£ubin";"Detractor";1;0;0;1
"1564";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";8;"£ubin";"Neutral";0;1;0;1
"1565";"Wy¿sze rolnicze";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";9;"£ubin";"Promoter";0;0;1;1
"1566";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"51 - 60";1;"£ubin";"Detractor";1;0;0;1
"1567";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"mniej ni¿ 30";10;"£ubin";"Promoter";0;0;1;1
"1568";"Œrednie techniczne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";8;"£ubin";"Neutral";0;1;0;1
"1569";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";1;"Miêta";"Detractor";1;0;0;1
"1570";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";6;"Miêta";"Detractor";1;0;0;1
"1571";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"mniej ni¿ 30";8;"Miêta";"Neutral";0;1;0;1
"1572";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";9;"Miêta";"Promoter";0;0;1;1
"1573";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"31 - 40";9;"Miêta";"Promoter";0;0;1;1
"1574";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"mniej ni¿ 30";2;"Miêta";"Detractor";1;0;0;1
"1575";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"41 - 50";2;"Miêta";"Detractor";1;0;0;1
"1576";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";10;"Miêta";"Promoter";0;0;1;1
"1577";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";6;"Miêta";"Detractor";1;0;0;1
"1578";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"31 - 40";3;"Miêta";"Detractor";1;0;0;1
"1579";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";3;"Miêta";"Detractor";1;0;0;1
"1580";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"41 - 50";4;"Miêta";"Detractor";1;0;0;1
"1581";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";4;"Miêta";"Detractor";1;0;0;1
"1582";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";10;"Miêta";"Promoter";0;0;1;1
"1583";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"31 - 40";10;"Miêta";"Promoter";0;0;1;1
"1584";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";8;"Miêta";"Neutral";0;1;0;1
"1585";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";9;"Miêta";"Promoter";0;0;1;1
"1586";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"51 - 60";2;"Miêta";"Detractor";1;0;0;1
"1587";"Œrednie techniczne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";5;"Miêta";"Detractor";1;0;0;1
"1588";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";2;"Miêta";"Detractor";1;0;0;1
"1589";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"mniej ni¿ 30";9;"Miêta";"Promoter";0;0;1;1
"1590";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";9;"Miêta";"Promoter";0;0;1;1
"1591";"Œrednie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"powy¿ej 60";5;"Miêta";"Detractor";1;0;0;1
"1592";"Œrednie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";3;"Miêta";"Detractor";1;0;0;1
"1593";"Œrednie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";10;"Miêta";"Promoter";0;0;1;1
"1594";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";3;"Miêta";"Detractor";1;0;0;1
"1595";"Œrednie techniczne";"Pracownik techniczny";"mniej ni¿ 25 ha";"51 - 60";5;"Miêta";"Detractor";1;0;0;1
"1596";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";8;"Miêta";"Neutral";0;1;0;1
"1597";"Œrednie ogólne";"Pracownik techniczny";"mniej ni¿ 25 ha";"51 - 60";3;"Miêta";"Detractor";1;0;0;1
"1598";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"mniej ni¿ 30";10;"Miêta";"Promoter";0;0;1;1
"1599";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"powy¿ej 60";5;"Miêta";"Detractor";1;0;0;1
"1600";"Wy¿sze rolnicze";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";5;"Miêta";"Detractor";1;0;0;1
"1601";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"51 - 60";0;"Miêta";"Detractor";1;0;0;1
"1602";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";0;"Miêta";"Detractor";1;0;0;1
"1603";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"31 - 40";4;"Miêta";"Detractor";1;0;0;1
"1604";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";4;"Miêta";"Detractor";1;0;0;1
"1605";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";1;"Miêta";"Detractor";1;0;0;1
"1606";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"41 - 50";5;"Miêta";"Detractor";1;0;0;1
"1607";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";6;"Miêta";"Detractor";1;0;0;1
"1608";"Œrednie techniczne";"Agronom ekspert";"25.01 - 50 ha";"51 - 60";3;"Miêta";"Detractor";1;0;0;1
"1609";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";6;"Miêta";"Detractor";1;0;0;1
"1610";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";0;"Miêta";"Detractor";1;0;0;1
"1611";"Œrednie techniczne";"Agronom ekspert";"100.01 - 250 ha";"41 - 50";10;"Miêta";"Promoter";0;0;1;1
"1612";"Œrednie techniczne";"Agronom ekspert";"25.01 - 50 ha";"31 - 40";9;"Miêta";"Promoter";0;0;1;1
"1613";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"31 - 40";8;"Miêta";"Neutral";0;1;0;1
"1614";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"powy¿ej 60";1;"Miêta";"Detractor";1;0;0;1
"1615";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"51 - 60";7;"Miêta";"Neutral";0;1;0;1
"1616";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";7;"Miêta";"Neutral";0;1;0;1
"1617";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";0;"Miêta";"Detractor";1;0;0;1
"1618";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"Miêta";"Promoter";0;0;1;1
"1619";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";10;"Miêta";"Promoter";0;0;1;1
"1620";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";7;"Miêta";"Neutral";0;1;0;1
"1621";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";10;"Miêta";"Promoter";0;0;1;1
"1622";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"31 - 40";2;"Miêta";"Detractor";1;0;0;1
"1623";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";2;"Miêta";"Detractor";1;0;0;1
"1624";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";8;"Miêta";"Neutral";0;1;0;1
"1625";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"41 - 50";10;"Miêta";"Promoter";0;0;1;1
"1626";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";6;"Miêta";"Detractor";1;0;0;1
"1627";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"31 - 40";1;"Miêta";"Detractor";1;0;0;1
"1628";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";6;"Miêta";"Detractor";1;0;0;1
"1629";"Wy¿sze rolnicze";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";7;"Miêta";"Neutral";0;1;0;1
"1630";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";9;"Miêta";"Promoter";0;0;1;1
"1631";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";6;"Miêta";"Detractor";1;0;0;1
"1632";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";4;"Miêta";"Detractor";1;0;0;1
"1633";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";5;"Miêta";"Detractor";1;0;0;1
"1634";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";10;"Miêta";"Promoter";0;0;1;1
"1635";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";0;"Miêta";"Detractor";1;0;0;1
"1636";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";4;"Miêta";"Detractor";1;0;0;1
"1637";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";2;"Miêta";"Detractor";1;0;0;1
"1638";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";1;"Miêta";"Detractor";1;0;0;1
"1639";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";7;"Miêta";"Neutral";0;1;0;1
"1640";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";6;"Miêta";"Detractor";1;0;0;1
"1641";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";3;"Miêta";"Detractor";1;0;0;1
"1642";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"mniej ni¿ 30";9;"Miêta";"Promoter";0;0;1;1
"1643";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";10;"Miêta";"Promoter";0;0;1;1
"1644";"Œrednie techniczne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";2;"Miêta";"Detractor";1;0;0;1
"1645";"Œrednie ogólne";"G³ówny agronom";"mniej ni¿ 25 ha";"31 - 40";8;"Miêta";"Neutral";0;1;0;1
"1646";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";9;"Miêta";"Promoter";0;0;1;1
"1647";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";7;"Miêta";"Neutral";0;1;0;1
"1648";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"51 - 60";0;"Miêta";"Detractor";1;0;0;1
"1649";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";2;"Miêta";"Detractor";1;0;0;1
"1650";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"41 - 50";4;"Miêta";"Detractor";1;0;0;1
"1651";"Wy¿sze rolnicze";"Pracownik techniczny";"25.01 - 50 ha";"mniej ni¿ 30";3;"Miêta";"Detractor";1;0;0;1
"1652";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";6;"Miêta";"Detractor";1;0;0;1
"1653";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";2;"Miêta";"Detractor";1;0;0;1
"1654";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"mniej ni¿ 30";5;"Miêta";"Detractor";1;0;0;1
"1655";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";8;"Miêta";"Neutral";0;1;0;1
"1656";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"51 - 60";2;"Miêta";"Detractor";1;0;0;1
"1657";"Œrednie techniczne";"G³ówny agronom";"50.01 - 100 ha";"powy¿ej 60";8;"Miêta";"Neutral";0;1;0;1
"1658";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";6;"Miêta";"Detractor";1;0;0;1
"1659";"Wy¿sze rolnicze";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";6;"Miêta";"Detractor";1;0;0;1
"1660";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";1;"Miêta";"Detractor";1;0;0;1
"1661";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"31 - 40";8;"Miêta";"Neutral";0;1;0;1
"1662";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";4;"Miêta";"Detractor";1;0;0;1
"1663";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"41 - 50";4;"Miêta";"Detractor";1;0;0;1
"1664";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"51 - 60";7;"Miêta";"Neutral";0;1;0;1
"1665";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";7;"Miêta";"Neutral";0;1;0;1
"1666";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"powy¿ej 60";1;"Miêta";"Detractor";1;0;0;1
"1667";"Wy¿sze";"Pracownik techniczny";"25.01 - 50 ha";"51 - 60";3;"Miêta";"Detractor";1;0;0;1
"1668";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"powy¿ej 60";5;"Miêta";"Detractor";1;0;0;1
"1669";"Œrednie techniczne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";8;"Miêta";"Neutral";0;1;0;1
"1670";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"mniej ni¿ 30";1;"Miêta";"Detractor";1;0;0;1
"1671";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"51 - 60";4;"Miêta";"Detractor";1;0;0;1
"1672";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";8;"Miêta";"Neutral";0;1;0;1
"1673";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powy¿ej 60";5;"Miêta";"Detractor";1;0;0;1
"1674";"Wy¿sze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"51 - 60";2;"Miêta";"Detractor";1;0;0;1
